Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,gsis_id,position.x,depth_chart_position.x,status,headshot_url,headshot_url2,team_logo_wikipedia,team_logo_wikipedia2,logo_def,wiki_logo_def,rusher_player_name,noruns,nopass,noplays,yards_gained,touchdown_rush,yards_rushing,epa_rusher,position.y,depth_chart_position.y,n,receiver_player_name,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa_receiver
"Johnson, Ty",Ty.Johnson,NYJ,SEA,14,1.6,5500,1.6,4700,1.6,15,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,00-0035537,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915411.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915411.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png$raw,T.Johnson,8,0,8,16,0,16,-3.1814720146358,RB,RB,1,,,,,,,,,,,,,
"Jones, Aaron",Aa.Jones,GNB,ATL,4,19.6,8400,22.1,7500,19.6,38,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png$raw,A.Jones,15,0,15,71,0,71,-1.35459291405277,RB,RB,1,A.Jones,40,0,0,0,0,5,40,1,21,19,19,2.67862365569454
"Jones, Aaron",Aa.Jones,GNB,CAR,15,23.3,8200,27.8,7300,23.3,34,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png$raw,A.Jones,20,0,20,145,1,145,6.67920295358636,RB,RB,1,A.Jones,13,0,0,0,1,3,13,0,19,-9,-6,-1.42066609091125
"Jones, Aaron",Aa.Jones,GNB,CHI,12,9.5,8200,10,7000,9.5,31,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png$raw,A.Jones,17,0,17,90,0,90,3.6254814650747,RB,RB,1,A.Jones,0,0,0,0,1,1,0,0,3,-3,-3,-1.56377592706122
"Jones, Aaron",Aa.Jones,GNB,DET,2,43.6,7700,48.6,7100,43.6,29,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png$raw,A.Jones,18,0,18,168,2,168,8.1008410397917,RB,RB,1,A.Jones,68,0,0,1,4,4,68,1,35,61,33,4.43424093950953
"Jones, Aaron",Aa.Jones,GNB,JAC,10,12,8800,14.5,7100,12,35,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png$raw,A.Jones,13,0,13,46,0,46,-3.59317755119992,RB,RB,1,A.Jones,49,0,0,0,1,5,49,0,62,-15,-13,3.32510313414969
"Jones, Aaron",Aa.Jones,GNB,PHI,13,22.3,8400,26.8,7200,22.3,31,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png$raw,A.Jones,15,0,15,130,1,130,6.31823894969421,RB,RB,1,A.Jones,18,0,0,0,0,3,18,0,22,-4,-4,-0.14768620126415
"Jones, Aaron",Aa.Jones,GNB,TEN,16,11.8,8600,12.8,7500,11.8,32,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png$raw,A.Jones,10,0,10,94,0,94,1.58615716430359,RB,RB,1,A.Jones,14,0,0,0,1,2,14,0,11,7,3,-1.15301508910488
"Jones, Aaron",Aa.Jones,GNB,CHI,17,16.5,8000,18.5,7100,16.5,31,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png$raw,A.Jones,11,0,11,42,1,42,-0.0643650624260772,RB,RB,1,A.Jones,43,0,0,1,1,4,43,0,52,-11,-9,2.42178125312785
"Jones, Aaron",Aa.Jones,GNB,DET,14,8.5,8700,9.5,7600,8.5,33,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png$raw,A.Jones,15,0,15,69,0,69,-1.47197968699038,RB,RB,1,A.Jones,6,0,0,0,1,2,6,0,12,4,-6,-2.16960966447368
"Jones, Aaron",Aa.Jones,GNB,IND,11,15.1,8200,17.1,7200,15.1,31,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png$raw,A.Jones,10,0,10,41,1,41,1.09282041306142,RB,RB,1,A.Jones,30,0,0,0,0,4,30,0,29,1,1,1.60302138736006
"Jones, Aaron",Aa.Jones,GNB,MIN,1,15.6,7800,17.6,6900,15.6,28,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png$raw,A.Jones,16,0,16,66,1,66,-0.948892334505217,RB,RB,1,A.Jones,10,0,0,0,2,4,10,0,20,3,-10,-2.37374887852738
"Jones, Aaron",Aa.Jones,GNB,NOR,3,15.6,8200,16.6,7600,15.6,30,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,A.Jones,16,0,16,69,1,69,-0.961482707003597,RB,RB,1,A.Jones,17,0,0,0,2,2,17,0,22,13,-5,-0.671584657652767
"Jones, Aaron",Aa.Jones,GNB,SFO,9,10.4,8400,12.9,6800,10.4,31,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png$raw,A.Jones,15,0,15,58,0,58,-0.990736800129525,RB,RB,1,A.Jones,21,0,0,0,0,5,21,0,28,-7,-7,-0.571224785060622
"Jones, Aaron",Aa.Jones,GNB,TAM,6,11.6,8500,13.1,7600,11.6,40,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,00-0033293,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042519.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,A.Jones,10,0,10,15,1,15,-3.58170527825132,RB,RB,1,A.Jones,26,0,0,1,2,3,26,0,29,18,-3,1.33829722902738
"Jones, Ronald",Ro.Jones,TAM,ATL,17,13.8,6600,13.8,5900,13.8,25,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png$raw,R.Jones,12,0,12,78,1,78,3.68633727091947,RB,RB,1,,,,,,,,,,,,,
"Jones, Ronald",Ro.Jones,TAM,CAR,2,9.7,5900,10.7,5200,9.7,19,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png$raw,R.Jones,7,0,7,23,1,23,-0.616829798032995,RB,RB,1,R.Jones,4,0,0,0,0,2,4,0,10,-6,-6,-0.729720444884151
"Jones, Ronald",Ro.Jones,TAM,GNB,6,25.1,5800,29.1,6000,25.1,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,R.Jones,23,0,23,113,2,113,1.68522832982126,RB,RB,1,R.Jones,8,0,0,0,0,2,8,0,10,-2,-2,-0.190115855075419
"Jones, Ronald",Ro.Jones,TAM,KAN,12,16.8,6500,17.3,6100,16.8,25,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png$raw,R.Jones,9,0,9,66,0,66,0.854668147745542,RB,RB,1,R.Jones,37,0,0,0,1,1,37,1,33,6,4,3.03087464947021
"Jones, Ronald",Ro.Jones,TAM,LAC,4,15.8,5600,21.8,4700,15.8,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png$raw,R.Jones,20,0,20,111,0,111,1.18632438968052,RB,RB,1,R.Jones,17,0,0,0,3,6,17,0,28,-6,-11,-3.64904874732019
"Jones, Ronald",Ro.Jones,TAM,LAR,11,2.4,6500,2.4,5900,2.4,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png$raw,R.Jones,10,0,10,24,0,24,-3.7683320462238,RB,RB,1,R.Jones,0,0,0,0,1,0,0,0,0,-3,0,-0.576781565090641
"Jones, Ronald",Ro.Jones,TAM,MIN,14,14.9,6300,15.4,6100,14.9,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,00-0034816,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png$raw,R.Jones,18,0,18,80,1,80,-0.569472377799684,RB,RB,1,R.Jones,4,0,0,0,1,1,4,0,5,13,-1,-0.476326477364637
