Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,passer_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,npass,pass_complete,pass_epa,pass_success,passing_yards,passing_touchdown,passing_fumble,passing_fumble_lost,air_yards_comp,yards_after_catch,qb_hit,qb_sack,qb_sack_yards,interception,air_yards_comp_20p,air_yards_20p,check1,pass_rtg,position,depth_chart_position,team,jersey_number,headshot_url,npass_a.<0,npass_b.=0,npass_c.0-5,npass_d.5-10,npass_e.10-20,npass_f.20+,pass_complete_a.<0,pass_complete_b.=0,pass_complete_c.0-5,pass_complete_d.5-10,pass_complete_e.10-20,pass_complete_f.20+,pass_complete_g.sacked,pass_complete_h.qb_spike,pass_complete_j.other,rusher_player_name,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re,intangibles1
"Stafford, Matthew",Ma.Stafford,DET,TAM,16,0.68,7400,0.68,5600,0.68,27,00-0026498,Active,2020_16_TB_DET,DET,TAM,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,3,2,-1.20918416255154,1,17,0,0,0,4,13,0,0,0,0,0,0,0,81.25,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stafford, Matthew",Ma.Stafford,DET,WAS,10,23.04,7300,23.04,5800,23.04,32,00-0026498,Active,2020_10_WAS_DET,DET,WAS,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#773141,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png,33,24,11.171179954398,18,276,3,0,0,127,146,1,1,-9,0,2,2,3,127.840909090909,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,7,3,10,4,7,2,7,2,8,3,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"Stafford, Matthew",Ma.Stafford,DET,ARI,3,18.5,7300,18.5,6300,18.5,31,00-0026498,Active,2020_03_DET_ARI,DET,ARI,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,31,22,6.25321579899879,18,270,2,0,0,119,151,6,4,-38,0,1,2,0,119.018817204301,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,3,3,8,7,9,1,3,2,8,4,5,0,0,0,0,M.Stafford,1,1,-3,-0.405172976612095,0,-3,0,0,0,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,3.3
"Stafford, Matthew",Ma.Stafford,DET,ATL,7,18.4,7300,21.4,6500,18.4,35,00-0026498,Active,2020_07_DET_ATL,DET,ATL,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#a71930,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,36,25,12.4110254906454,18,340,1,0,0,260,80,6,2,-18,0,4,5,0,108.564814814815,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,5,6,4,7,10,4,3,2,3,5,9,3,0,0,0,M.Stafford,1,0,0,0.0827499855071725,1,8,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,3.2
"Stafford, Matthew",Ma.Stafford,DET,CAR,11,7.62,7500,7.62,6000,7.62,28,00-0026498,Active,2020_11_DET_CAR,DET,CAR,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,33,18,-11.0728669542076,13,178,0,0,0,85,93,8,5,-33,0,0,2,0,70.0126262626263,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,7,5,8,4,7,2,5,1,6,2,4,0,0,0,0,M.Stafford,4,3,-1,-5.14528813766083,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,6
"Stafford, Matthew",Ma.Stafford,DET,CHI,13,27.08,6800,30.08,5700,27.08,26,00-0026498,Active,2020_13_DET_CHI,DET,CHI,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#0b162a,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,42,27,17.361822265404,23,402,3,0,0,334,68,3,2,-2,1,4,10,0,109.424603174603,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,5,1,9,5,12,10,2,1,5,3,12,4,0,0,0,M.Stafford,2,1,-1,1.65393370995298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.4
"Stafford, Matthew",Ma.Stafford,DET,GNB,2,17.16,7200,17.16,6200,17.16,30,00-0026498,Active,2020_02_DET_GB,DET,GNB,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,33,20,-6.0248376239615,17,244,2,0,0,106,138,6,4,-26,1,1,4,0,90.9722222222222,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,4,4,10,5,5,4,2,3,7,4,3,1,0,0,0,M.Stafford,1,0,0,0.958720763213933,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6.4
"Stafford, Matthew",Ma.Stafford,DET,JAC,6,13.32,7300,13.32,6300,13.32,31,00-0026498,Active,2020_06_DET_JAX,DET,JAC,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,31,19,4.1488750210962,14,223,1,0,0,129,94,4,0,0,1,2,6,0,80.4435483870968,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,5,5,7,4,6,4,4,3,5,3,2,2,0,0,0,M.Stafford,5,3,-5,0.636907818028703,2,14,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,4.3
"Stafford, Matthew",Ma.Stafford,DET,MIN,9,10.44,7500,10.44,6600,10.44,32,00-0026498,Active,2020_09_DET_MIN,DET,MIN,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,32,23,-1.44142083732107,20,211,1,0,0,89,122,4,2,-13,2,0,1,0,73.828125,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,6,0,14,8,3,1,5,0,10,5,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"Stafford, Matthew",Ma.Stafford,DET,TEN,15,15.28,7300,15.28,5800,15.28,30,00-0026498,Active,2020_15_DET_TEN,DET,TEN,M.Stafford,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,32,22,14.2869867249644,18,252,1,0,0,157,95,4,0,0,0,3,6,0,102.604166666667,QB,QB,DET,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png,5,3,9,4,6,5,4,2,8,3,2,3,0,0,0,M.Stafford,2,1,0,-0.0459861698909663,1,12,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2.1
"Stick, Easton",Ea.Stick,LAC,JAC,7,-0.04,6000,-0.04,4000,-0.04,20,00-0035282,Active,2020_07_JAX_LAC,LAC,JAC,E.Stick,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,1,1,-0.238974142121151,0,4,0,0,0,0,4,0,0,0,0,0,0,0,102.083333333333,QB,QB,LAC,2,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3120590.png,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,E.Stick,1,1,-2,-1.07891225954518,0,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0.1
"Stidham, Jarrett",Ja.Stidham,NWE,BUF,16,1.76,6100,1.76,5300,1.76,21,00-0035264,Active,2020_16_BUF_NE,NWE,BUF,J.Stidham,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,11,4,-3.79672821634449,3,44,0,0,0,13,31,3,1,-2,0,0,1,0,49.0530303030303,QB,QB,NWE,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3892775.png,1,0,4,2,3,1,0,0,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
"Stidham, Jarrett",Ja.Stidham,NWE,SFO,7,1.86,6200,1.86,5000,1.86,20,00-0035264,Active,2020_07_SF_NE,NWE,SFO,J.Stidham,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,10,6,-3.81385024939664,5,64,0,0,0,13,51,1,1,-7,1,0,0,0,37.0833333333333,QB,QB,NWE,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3892775.png,2,0,5,3,0,0,2,0,3,1,0,0,0,0,0,J.Stidham,2,1,-3,-0.777355802711099,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,-3,0,0,6,2.9
"Stidham, Jarrett",Ja.Stidham,NWE,KAN,4,4.7,6000,4.7,4800,4.7,20,00-0035264,Active,2020_04_NE_KC,NWE,KAN,J.Stidham,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,13,5,-9.68836469767848,4,60,1,0,0,29,31,3,0,0,2,0,1,0,14.9038461538462,QB,QB,NWE,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3892775.png,2,2,2,4,2,1,1,0,1,2,1,0,0,0,0,J.Stidham,2,0,0,0.373606968089007,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5.5
"Stidham, Jarrett",Ja.Stidham,NWE,LAC,13,6.24,6100,6.24,4700,6.24,20,00-0035264,Active,2020_13_NE_LAC,NWE,LAC,J.Stidham,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,3,2,5.60778866603505,2,61,1,0,0,18,43,1,0,0,0,0,1,0,253.472222222222,QB,QB,NWE,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3892775.png,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,J.Stidham,2,2,-2,-4.71024584188126,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"Stidham, Jarrett",Ja.Stidham,NWE,LAR,14,1.38,6100,1.38,4800,1.38,20,00-0035264,Active,2020_14_NE_LA,NWE,LAR,J.Stidham,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,14,10,-14.7567487237975,6,54,0,0,0,18,36,8,4,-24,0,0,0,0,77.6785714285715,QB,QB,NWE,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3892775.png,6,0,4,4,0,0,4,0,4,2,0,0,0,0,0,J.Stidham,2,0,0,1.27111433865502,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5.6
"Streveler, Chris",Ch.Streveler,ARI,LAR,17,8.4,6300,8.4,4700,8.4,20,00-0035752,Active,2020_17_ARI_LA,ARI,LAR,C.Streveler,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,32,22,-26.8362107967841,10,210,2,2,0,14,196,6,4,-20,2,0,4,0,81.5104166666667,QB,QB,ARI,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3040206.png,6,8,8,2,4,4,6,8,6,2,0,0,0,0,0,C.Streveler,6,2,-2,0.866358441649936,2,24,0,0,0,1,0,0,1,0,0,0,12,0,0,1,0,0,0,9.2
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,CIN,13,16.14,6700,16.14,5900,16.14,23,00-0036212,Active,2020_13_CIN_MIA,MIA,CIN,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,39,26,7.12892131173582,23,296,1,0,0,145,151,2,0,0,0,2,5,0,97.8098290598291,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,4,1,16,8,6,3,4,1,10,7,3,1,0,0,0,T.Tagovailoa,3,1,-2,1.48824409453664,1,3,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,0,1.1
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,KAN,14,28.04,6600,31.04,5400,28.04,24,00-0036212,Active,2020_14_KC_MIA,MIA,KAN,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,48,28,2.55176017752518,25,316,2,0,0,206,110,7,4,-29,1,3,7,0,83.3333333333333,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,5,3,14,10,9,7,2,1,13,5,4,3,0,0,0,T.Tagovailoa,6,0,0,-0.746503282978665,3,24,1,0,0,3,0,0,3,0,0,0,12,0,0,12,0,0,0,6.6
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,LAC,10,14.66,6800,14.66,5600,14.66,24,00-0036212,Active,2020_10_LAC_MIA,MIA,LAC,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,25,15,8.90846757385048,14,169,2,0,0,125,44,1,0,0,0,2,3,0,106.916666666667,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,2,2,4,4,11,2,2,2,2,3,5,1,0,0,0,T.Tagovailoa,6,4,-4,-10.1146077878075,0,-1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0.9
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,LAR,8,5.72,6800,6.72,5600,5.72,23,00-0036212,Active,2020_08_LA_MIA,MIA,LAR,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,44,24,-20.3226799963741,20,186,2,2,2,92,94,4,2,-6,0,0,4,0,80.3030303030303,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,12,0,20,6,2,4,4,0,14,4,2,0,0,0,0,T.Tagovailoa,4,2,-4,-1.04214766435325,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3.6
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,NWE,15,19.7,6800,19.7,5700,19.7,23,00-0036212,Active,2020_15_NE_MIA,MIA,NWE,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,26,20,-2.9733169410518,11,145,0,0,0,68,77,3,2,-12,1,0,0,0,73.3974358974359,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,2,2,15,6,1,0,2,0,13,5,0,0,0,0,0,T.Tagovailoa,3,0,0,4.39723782174406,3,9,2,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,5,4.3
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,NYJ,6,0.36,6200,0.36,5400,0.36,20,00-0036212,Active,2020_06_NYJ_MIA,MIA,NYJ,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,2,2,0.748500450863503,1,9,0,0,0,9,0,0,0,0,0,0,0,0,104.166666666667,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,ARI,9,21.42,6700,21.42,5500,21.42,22,00-0036212,Active,2020_09_MIA_ARI,MIA,ARI,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,28,20,10.7597100773766,17,248,2,0,0,180,68,3,3,-27,0,1,3,0,122.321428571429,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,3,0,11,3,7,3,1,0,8,3,7,1,0,0,0,T.Tagovailoa,7,2,-2,0.808560052711982,3,35,0,0,0,0,1,0,3,0,1,0,0,5,0,26,0,6,0,2
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,BUF,17,18.24,6800,21.24,5100,18.24,25,00-0036212,Active,2020_17_MIA_BUF,MIA,BUF,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,58,35,-12.797881676314,26,361,1,0,0,180,181,4,1,-9,3,4,8,0,62.5,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,9,0,23,11,7,8,8,0,16,6,1,4,0,0,0,T.Tagovailoa,6,0,0,3.84760442987317,4,28,0,0,0,2,0,0,3,0,1,0,4,0,0,8,0,16,0,8.1
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,DEN,11,7.32,6700,7.32,5800,7.32,27,00-0036212,Active,2020_11_MIA_DEN,MIA,DEN,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,20,11,-9.75089063324073,7,83,1,0,0,51,32,6,6,-33,0,0,3,0,81.875,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,2,1,6,7,1,3,1,0,5,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
"Tagovailoa, Tua",Tu.Tagovailoa,MIA,LVR,16,8.86,7200,8.86,5400,8.86,27,00-0036212,Active,2020_16_MIA_LV,MIA,LVR,T.Tagovailoa,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,22,17,-7.92411991721019,8,94,1,0,0,38,56,4,3,-23,0,0,0,0,99.4318181818182,QB,QB,MIA,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241479.png,3,5,7,3,4,0,3,5,6,2,1,0,0,0,0,T.Tagovailoa,3,1,-1,3.07757889211644,1,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,7,2.8
"Tannehill, Ryan",Ry.Tannehill,TEN,BUF,5,30,7000,30,6000,30,30,00-0029701,Active,2020_05_BUF_TEN,TEN,BUF,R.Tannehill,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,28,21,13.888818386069,17,195,3,0,0,126,69,2,0,0,0,0,1,0,129.315476190476,QB,QB,TEN,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png,3,2,8,8,6,1,1,2,7,7,4,0,0,0,0,R.Tannehill,4,0,0,7.27755299210548,4,42,1,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,39,1
"Tannehill, Ryan",Ry.Tannehill,TEN,CHI,9,14.62,7400,14.62,6300,14.62,30,00-0029701,Active,2020_09_CHI_TEN,TEN,CHI,R.Tannehill,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,#0b162a,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,21,10,-1.04808722292302,8,158,2,0,0,80,78,6,3,-22,0,1,3,0,104.861111111111,QB,QB,TEN,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png,1,0,7,7,3,3,1,0,4,2,2,1,0,0,0,R.Tannehill,3,2,-2,-1.29568535572616,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4
"Tannehill, Ryan",Ry.Tannehill,TEN,CLE,13,28.56,7800,31.56,6200,28.56,30,00-0029701,Active,2020_13_CLE_TEN,TEN,CLE,R.Tannehill,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,45,29,14.0522907184495,23,389,3,0,0,257,132,5,3,-20,1,1,5,0,104.768518518519,QB,QB,TEN,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png,1,1,16,8,14,5,1,0,13,5,9,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
"Tannehill, Ryan",Ry.Tannehill,TEN,DET,15,37.02,7700,37.02,6700,37.02,30,00-0029701,Active,2020_15_DET_TEN,TEN,DET,R.Tannehill,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,27,21,23.8076809542885,20,273,3,0,0,142,131,1,1,-5,0,1,5,0,146.064814814815,QB,QB,TEN,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png,3,2,7,7,5,3,3,2,6,6,3,1,0,0,0,R.Tannehill,3,0,0,2.48809625901049,2,21,2,0,0,1,0,0,0,1,1,0,17,0,0,0,1,3,0,1
"Tannehill, Ryan",Ry.Tannehill,TEN,HOU,6,29.56,7300,33.56,5900,29.56,28,00-0029701,Active,2020_06_HOU_TEN,TEN,HOU,R.Tannehill,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,#03202f,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,41,30,16.3455024733879,25,366,4,1,1,208,158,6,2,-22,1,1,3,0,122.611788617886,QB,QB,TEN,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png,7,3,10,11,8,2,3,1,8,11,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
